year,planning_area_hse,hdb_1_and_2_room_flats_hse,hdb_3_room_flats_hse,hdb_4_room_flats_hse,hdb_5_room_and_executive_flats_hse,condominiums_and_other_apartments_hse,landed_properties_hse,others_hse,total_hdb_hse,hdb_1_and_2_room_flats_pop,hdb_3_room_flats_pop,hdb_4_room_flats_pop,hdb_5_room_and_executive_flats_pop,condominiums_and_other_apartments_pop,landed_properties_pop,others_pop,total_hdb_pop,total_pop
2010,Hougang,335.0,9864.0,25241.0,15488.0,4768.0,5486.0,357.0,51674.0,790.0,26850.0,89770.0,57000.0,14120.0,21870.0,3940.0,176770.0,216700.0
2011,Hougang,568.0,9811.2,25252.8,15190.4,5354.4,5608.8,305.6,51419.2,1484.0,26826.0,89314.0,56690.0,15622.0,22018.0,3984.0,176202.0,217822.0
2012,Hougang,801.0,9758.4,25264.6,14892.8,5940.8,5731.6,254.2,51164.4,2178.0,26802.0,88858.0,56380.0,17124.0,22166.0,4028.0,175634.0,218944.0
2013,Hougang,1034.0,9705.6,25276.4,14595.2,6527.2,5854.4,202.8,50909.6,2872.0,26778.0,88402.0,56070.0,18626.0,22314.0,4072.0,175066.0,220066.0
2014,Hougang,1267.0,9652.8,25288.2,14297.6,7113.6,5977.2,151.4,50654.8,3566.0,26754.0,87946.0,55760.0,20128.0,22462.0,4116.0,174498.0,221188.0
2015,Hougang,1500.0,9600.0,25300.0,14000.0,7700.0,6100.0,100.0,50400.0,4260.0,26730.0,87490.0,55450.0,21630.0,22610.0,4160.0,173930.0,222310.0
2016,Hougang,1826.4,9871.6,25832.6,14385.2,8339.8,6094.6,111.6,51915.8,4608.0,26670.0,87120.0,54964.0,23292.0,22538.0,4184.0,173362.0,223360.0
2017,Hougang,2152.8,10143.2,26365.2,14770.4,8979.6,6089.2,123.2,53431.6,4956.0,26610.0,86750.0,54478.0,24954.0,22466.0,4208.0,172794.0,224410.0
2018,Hougang,2479.2,10414.8,26897.8,15155.6,9619.4,6083.8,134.8,54947.4,5304.0,26550.0,86380.0,53992.0,26616.0,22394.0,4232.0,172226.0,225460.0
2019,Hougang,2805.6,10686.4,27430.4,15540.8,10259.2,6078.4,146.4,56463.2,5652.0,26490.0,86010.0,53506.0,28278.0,22322.0,4256.0,171658.0,226510.0
2020,Hougang,3132.0,10958.0,27963.0,15926.0,10899.0,6073.0,158.0,57979.0,6000.0,26430.0,85640.0,53020.0,29940.0,22250.0,4280.0,171090.0,227560.0
2010,Jurong East,168.0,7319.0,8026.0,8303.0,2346.0,0.0,130.0,23816.0,190.0,21030.0,28360.0,30760.0,7430.0,0.0,340.0,80340.0,88120.0
2011,Jurong East,334.4,7095.2,8020.8,8162.4,2376.8,0.0,124.0,23632.8,576.0,20524.0,28304.0,30398.0,7330.0,0.0,352.0,79802.0,87492.0
2012,Jurong East,500.8,6871.4,8015.6,8021.8,2407.6,0.0,118.0,23449.6,962.0,20018.0,28248.0,30036.0,7230.0,0.0,364.0,79264.0,86864.0
2013,Jurong East,667.2,6647.6,8010.4,7881.2,2438.4,0.0,112.0,23266.4,1348.0,19512.0,28192.0,29674.0,7130.0,0.0,376.0,78726.0,86236.0
2014,Jurong East,833.6,6423.8,8005.2,7740.6,2469.2,0.0,106.0,23083.2,1734.0,19006.0,28136.0,29312.0,7030.0,0.0,388.0,78188.0,85608.0
2015,Jurong East,1000.0,6200.0,8000.0,7600.0,2500.0,0.0,100.0,22900.0,2120.0,18500.0,28080.0,28950.0,6930.0,0.0,400.0,77650.0,84980.0
2016,Jurong East,1018.0,6392.4,8091.0,7668.4,2495.4,0.0,97.2,23249.8,2136.0,18302.0,27552.0,28318.0,6926.0,0.0,470.0,76308.0,83704.0
2017,Jurong East,1036.0,6584.8,8182.0,7736.8,2490.8,0.0,94.4,23599.6,2152.0,18104.0,27024.0,27686.0,6922.0,0.0,540.0,74966.0,82428.0
2018,Jurong East,1054.0,6777.2,8273.0,7805.2,2486.2,0.0,91.6,23949.4,2168.0,17906.0,26496.0,27054.0,6918.0,0.0,610.0,73624.0,81152.0
2019,Jurong East,1072.0,6969.6,8364.0,7873.6,2481.6,0.0,88.8,24299.2,2184.0,17708.0,25968.0,26422.0,6914.0,0.0,680.0,72282.0,79876.0
2020,Jurong East,1090.0,7162.0,8455.0,7942.0,2477.0,0.0,86.0,24649.0,2200.0,17510.0,25440.0,25790.0,6910.0,0.0,750.0,70940.0,78600.0
2010,Geylang,4313.0,12470.0,9608.0,4756.0,6038.0,2135.0,577.0,31535.0,9590.0,34440.0,34100.0,17300.0,14730.0,7030.0,2140.0,96790.0,120690.0
2011,Geylang,4350.4,12076.0,9646.4,4724.8,6090.4,1968.0,541.6,31108.0,9730.0,33734.0,33756.0,17160.0,15372.0,6944.0,2160.0,95470.0,119944.0
2012,Geylang,4387.8,11682.0,9684.8,4693.6,6142.8,1801.0,506.2,30681.0,9870.0,33028.0,33412.0,17020.0,16014.0,6858.0,2180.0,94150.0,119198.0
2013,Geylang,4425.2,11288.0,9723.2,4662.4,6195.2,1634.0,470.8,30254.0,10010.0,32322.0,33068.0,16880.0,16656.0,6772.0,2200.0,92830.0,118452.0
2014,Geylang,4462.6,10894.0,9761.6,4631.2,6247.6,1467.0,435.4,29827.0,10150.0,31616.0,32724.0,16740.0,17298.0,6686.0,2220.0,91510.0,117706.0
2015,Geylang,4500.0,10500.0,9800.0,4600.0,6300.0,1300.0,400.0,29400.0,10290.0,30910.0,32380.0,16600.0,17940.0,6600.0,2240.0,90190.0,116960.0
2016,Geylang,4434.8,10741.6,9924.8,4613.0,6816.0,1412.8,388.8,29714.2,9926.0,30192.0,32146.0,16306.0,18280.0,6554.0,2186.0,88578.0,115590.0
2017,Geylang,4369.6,10983.2,10049.6,4626.0,7332.0,1525.6,377.6,30028.4,9562.0,29474.0,31912.0,16012.0,18620.0,6508.0,2132.0,86966.0,114220.0
2018,Geylang,4304.4,11224.8,10174.4,4639.0,7848.0,1638.4,366.4,30342.6,9198.0,28756.0,31678.0,15718.0,18960.0,6462.0,2078.0,85354.0,112850.0
2019,Geylang,4239.2,11466.4,10299.2,4652.0,8364.0,1751.2,355.2,30656.8,8834.0,28038.0,31444.0,15424.0,19300.0,6416.0,2024.0,83742.0,111480.0
2020,Geylang,4174.0,11708.0,10424.0,4665.0,8880.0,1864.0,344.0,30971.0,8470.0,27320.0,31210.0,15130.0,19640.0,6370.0,1970.0,82130.0,110110.0
2010,Bishan,444.0,2371.0,9920.0,7510.0,3570.0,3162.0,53.0,20673.0,790.0,5920.0,33140.0,27380.0,11240.0,11040.0,490.0,68530.0,91300.0
2011,Bishan,455.2,2296.8,9896.0,7468.0,3836.0,3169.6,62.4,20478.4,866.0,5822.0,32808.0,27314.0,11834.0,10986.0,508.0,67850.0,91180.0
2012,Bishan,466.4,2222.6,9872.0,7426.0,4102.0,3177.2,71.8,20283.8,942.0,5724.0,32476.0,27248.0,12428.0,10932.0,526.0,67170.0,91060.0
2013,Bishan,477.6,2148.4,9848.0,7384.0,4368.0,3184.8,81.2,20089.2,1018.0,5626.0,32144.0,27182.0,13022.0,10878.0,544.0,66490.0,90940.0
2014,Bishan,488.8,2074.2,9824.0,7342.0,4634.0,3192.4,90.6,19894.6,1094.0,5528.0,31812.0,27116.0,13616.0,10824.0,562.0,65810.0,90820.0
2015,Bishan,500.0,2000.0,9800.0,7300.0,4900.0,3200.0,100.0,19700.0,1170.0,5430.0,31480.0,27050.0,14210.0,10770.0,580.0,65130.0,90700.0
2016,Bishan,521.0,2066.8,9816.4,7385.4,5077.2,3168.0,94.4,19869.4,1164.0,5328.0,30816.0,26666.0,14744.0,10694.0,604.0,63974.0,90024.0
2017,Bishan,542.0,2133.6,9832.8,7470.8,5254.4,3136.0,88.8,20038.8,1158.0,5226.0,30152.0,26282.0,15278.0,10618.0,628.0,62818.0,89348.0
2018,Bishan,563.0,2200.4,9849.2,7556.2,5431.6,3104.0,83.2,20208.2,1152.0,5124.0,29488.0,25898.0,15812.0,10542.0,652.0,61662.0,88672.0
2019,Bishan,584.0,2267.2,9865.6,7641.6,5608.8,3072.0,77.6,20377.6,1146.0,5022.0,28824.0,25514.0,16346.0,10466.0,676.0,60506.0,87996.0
2020,Bishan,605.0,2334.0,9882.0,7727.0,5786.0,3040.0,72.0,20547.0,1140.0,4920.0,28160.0,25130.0,16880.0,10390.0,700.0,59350.0,87320.0
2010,Bukit Merah,11319.0,16773.0,14787.0,9534.0,2709.0,160.0,344.0,52413.0,23560.0,46400.0,45530.0,32240.0,6640.0,460.0,2310.0,147730.0,157120.0
2011,Bukit Merah,11455.2,16598.4,14689.6,9447.2,2887.2,148.0,315.2,52190.4,24006.0,45162.0,45780.0,32148.0,7132.0,472.0,2182.0,147094.0,156864.0
2012,Bukit Merah,11591.4,16423.8,14592.2,9360.4,3065.4,136.0,286.4,51967.8,24452.0,43924.0,46030.0,32056.0,7624.0,484.0,2054.0,146458.0,156608.0
2013,Bukit Merah,11727.6,16249.2,14494.8,9273.6,3243.6,124.0,257.6,51745.2,24898.0,42686.0,46280.0,31964.0,8116.0,496.0,1926.0,145822.0,156352.0
2014,Bukit Merah,11863.8,16074.6,14397.4,9186.8,3421.8,112.0,228.8,51522.6,25344.0,41448.0,46530.0,31872.0,8608.0,508.0,1798.0,145186.0,156096.0
2015,Bukit Merah,12000.0,15900.0,14300.0,9100.0,3600.0,100.0,200.0,51300.0,25790.0,40210.0,46780.0,31780.0,9100.0,520.0,1670.0,144550.0,155840.0
2016,Bukit Merah,11799.0,15861.6,14916.4,9238.0,3965.8,118.0,201.4,51815.0,24942.0,39218.0,47066.0,31432.0,10112.0,508.0,1656.0,142650.0,154922.0
2017,Bukit Merah,11598.0,15823.2,15532.8,9376.0,4331.6,136.0,202.8,52330.0,24094.0,38226.0,47352.0,31084.0,11124.0,496.0,1642.0,140750.0,154004.0
2018,Bukit Merah,11397.0,15784.8,16149.2,9514.0,4697.4,154.0,204.2,52845.0,23246.0,37234.0,47638.0,30736.0,12136.0,484.0,1628.0,138850.0,153086.0
2019,Bukit Merah,11196.0,15746.4,16765.6,9652.0,5063.2,172.0,205.6,53360.0,22398.0,36242.0,47924.0,30388.0,13148.0,472.0,1614.0,136950.0,152168.0
2020,Bukit Merah,10995.0,15708.0,17382.0,9790.0,5429.0,190.0,207.0,53875.0,21550.0,35250.0,48210.0,30040.0,14160.0,460.0,1600.0,135050.0,151250.0
2010,Choa Chu Kang,299.0,1328.0,21557.0,19823.0,4277.0,628.0,0.0,43007.0,990.0,4200.0,77400.0,74230.0,13560.0,2470.0,450.0,156810.0,173290.0
2011,Choa Chu Kang,559.2,1382.4,21445.6,19698.4,4421.6,682.4,20.0,43085.6,1560.0,4420.0,76914.0,73736.0,13948.0,2486.0,444.0,156622.0,173498.0
2012,Choa Chu Kang,819.4,1436.8,21334.2,19573.8,4566.2,736.8,40.0,43164.2,2130.0,4640.0,76428.0,73242.0,14336.0,2502.0,438.0,156434.0,173706.0
2013,Choa Chu Kang,1079.6,1491.2,21222.8,19449.2,4710.8,791.2,60.0,43242.8,2700.0,4860.0,75942.0,72748.0,14724.0,2518.0,432.0,156246.0,173914.0
2014,Choa Chu Kang,1339.8,1545.6,21111.4,19324.6,4855.4,845.6,80.0,43321.4,3270.0,5080.0,75456.0,72254.0,15112.0,2534.0,426.0,156058.0,174122.0
2015,Choa Chu Kang,1600.0,1600.0,21000.0,19200.0,5000.0,900.0,100.0,43400.0,3840.0,5300.0,74970.0,71760.0,15500.0,2550.0,420.0,155870.0,174330.0
2016,Choa Chu Kang,1697.6,1777.4,21640.4,19608.2,5479.0,841.2,81.0,44723.6,4052.0,5636.0,75892.0,72260.0,17074.0,2522.0,450.0,157838.0,177878.0
2017,Choa Chu Kang,1795.2,1954.8,22280.8,20016.4,5958.0,782.4,62.0,46047.2,4264.0,5972.0,76814.0,72760.0,18648.0,2494.0,480.0,159806.0,181426.0
2018,Choa Chu Kang,1892.8,2132.2,22921.2,20424.6,6437.0,723.6,43.0,47370.8,4476.0,6308.0,77736.0,73260.0,20222.0,2466.0,510.0,161774.0,184974.0
2019,Choa Chu Kang,1990.4,2309.6,23561.6,20832.8,6916.0,664.8,24.0,48694.4,4688.0,6644.0,78658.0,73760.0,21796.0,2438.0,540.0,163742.0,188522.0
2020,Choa Chu Kang,2088.0,2487.0,24202.0,21241.0,7395.0,606.0,5.0,50018.0,4900.0,6980.0,79580.0,74260.0,23370.0,2410.0,570.0,165710.0,192070.0
2010,Bukit Panjang,0.0,2809.0,14982.0,13621.0,4171.0,755.0,0.0,31413.0,0.0,7890.0,54400.0,50610.0,12600.0,2990.0,250.0,112900.0,128730.0
2011,Bukit Panjang,180.0,2947.2,15105.6,13756.8,4456.8,864.0,0.0,31990.4,450.0,8284.0,55038.0,50548.0,13202.0,3036.0,240.0,114320.0,130790.0
2012,Bukit Panjang,360.0,3085.4,15229.2,13892.6,4742.6,973.0,0.0,32567.8,900.0,8678.0,55676.0,50486.0,13804.0,3082.0,230.0,115740.0,132850.0
2013,Bukit Panjang,540.0,3223.6,15352.8,14028.4,5028.4,1082.0,0.0,33145.2,1350.0,9072.0,56314.0,50424.0,14406.0,3128.0,220.0,117160.0,134910.0
2014,Bukit Panjang,720.0,3361.8,15476.4,14164.2,5314.2,1191.0,0.0,33722.6,1800.0,9466.0,56952.0,50362.0,15008.0,3174.0,210.0,118580.0,136970.0
2015,Bukit Panjang,900.0,3500.0,15600.0,14300.0,5600.0,1300.0,0.0,34300.0,2250.0,9860.0,57590.0,50300.0,15610.0,3220.0,200.0,120000.0,139030.0
2016,Bukit Panjang,966.8,3527.6,15908.8,14260.8,5808.6,1203.4,0.0,34664.0,2280.0,9856.0,57134.0,49898.0,16298.0,3214.0,198.0,119168.0,138878.0
2017,Bukit Panjang,1033.6,3555.2,16217.6,14221.6,6017.2,1106.8,0.0,35028.0,2310.0,9852.0,56678.0,49496.0,16986.0,3208.0,196.0,118336.0,138726.0
2018,Bukit Panjang,1100.4,3582.8,16526.4,14182.4,6225.8,1010.2,0.0,35392.0,2340.0,9848.0,56222.0,49094.0,17674.0,3202.0,194.0,117504.0,138574.0
2019,Bukit Panjang,1167.2,3610.4,16835.2,14143.2,6434.4,913.6,0.0,35756.0,2370.0,9844.0,55766.0,48692.0,18362.0,3196.0,192.0,116672.0,138422.0
2020,Bukit Panjang,1234.0,3638.0,17144.0,14104.0,6643.0,817.0,0.0,36120.0,2400.0,9840.0,55310.0,48290.0,19050.0,3190.0,190.0,115840.0,138270.0
2010,Bukit Batok,27.0,10970.0,15245.0,8172.0,8447.0,1164.0,108.0,34413.0,120.0,30580.0,53470.0,30200.0,24630.0,4480.0,740.0,114360.0,144200.0
2011,Bukit Batok,161.6,10736.0,15196.0,8137.6,8537.6,1231.2,126.4,34230.4,354.0,30070.0,52812.0,29908.0,24618.0,4708.0,760.0,113136.0,143214.0
2012,Bukit Batok,296.2,10502.0,15147.0,8103.2,8628.2,1298.4,144.8,34047.8,588.0,29560.0,52154.0,29616.0,24606.0,4936.0,780.0,111912.0,142228.0
2013,Bukit Batok,430.79999999999995,10268.0,15098.0,8068.8,8718.8,1365.6,163.2,33865.2,822.0,29050.0,51496.0,29324.0,24594.0,5164.0,800.0,110688.0,141242.0
2014,Bukit Batok,565.4,10034.0,15049.0,8034.4,8809.4,1432.8,181.6,33682.6,1056.0,28540.0,50838.0,29032.0,24582.0,5392.0,820.0,109464.0,140256.0
2015,Bukit Batok,700.0,9800.0,15000.0,8000.0,8900.0,1500.0,200.0,33500.0,1290.0,28030.0,50180.0,28740.0,24570.0,5620.0,840.0,108240.0,139270.0
2016,Bukit Batok,1227.0,10143.4,15685.0,8421.8,8987.6,1493.2,181.2,35477.4,2242.0,28084.0,51362.0,29854.0,24956.0,5648.0,878.0,111542.0,143022.0
2017,Bukit Batok,1754.0,10486.8,16370.0,8843.6,9075.2,1486.4,162.4,37454.8,3194.0,28138.0,52544.0,30968.0,25342.0,5676.0,916.0,114844.0,146774.0
